,property_type,state,lat,lon,area_m2,price_usd
461,apartment,Estado de México,19.424913,-99.271629,69,57422.47
462,house,Estado de México,19.54966748,-99.01653931,90,50052.15
463,house,Guerrero,16.867283,-99.867119,150,139619.18
464,house,Morelos,18.811808,-98.94649,100,47417.83
465,apartment,Distrito Federal,19.396502,-99.128797,80,39946.36
466,apartment,Yucatán,21.017197,-89.574516,66,83771.5
467,house,Hidalgo,20.06499132,-98.76800179,100,57955.13
468,house,Tamaulipas,22.266645,-97.870796,296,210745.93
469,house,Estado de México,18.948179,-99.482277,170,131716.2
470,apartment,Yucatán,21.3421022,-89.2624626,202,210743.21
471,house,Puebla,19.044477,-98.328011,235,168636.73
472,house,Chihuahua,28.6556674,-106.0711926,159,68205.43
473,house,Distrito Federal,19.2826778,-99.2090757,161,144887.83
474,apartment,Distrito Federal,19.48888,-99.179278,70,51393.55
475,house,Chiapas,16.732222,-93.135307,240,131716.2
476,house,Veracruz de Ignacio de la Llave,23.634501,-102.552788,205,78766.29
477,house,Yucatán,21.0381057,-89.5933722,165,100075.35
478,apartment,Guerrero,16.801018,-99.824979,98,99577.45
479,house,Estado de México,19.6850991,-99.2113669,62,37943.26
480,house,Morelos,18.9212022,-99.1739857,125,62184.79
481,house,Yucatán,21.030668,-89.599258,320,189663.62
482,apartment,Puebla,18.96785528,-98.28487086,127,176979.24
483,house,Nuevo León,25.723516,-100.393311,365,242415.29
484,house,Yucatán,21.0151423,-89.6551671,180,68245.17
485,apartment,Quintana Roo,21.13593739,-86.76753902,84,84318.36
486,house,Morelos,18.891859,-99.187134,320,210795.91
487,apartment,Sinaloa,23.261248,-106.459885,61,40568.59
488,apartment,Distrito Federal,19.364891,-99.148384,62,84318.36
489,apartment,Distrito Federal,19.426528,-99.196279,60,218648.9
490,apartment,Estado de México,19.369319,-99.293444,150,128098.38
491,apartment,Chiapas,16.745249,-93.152699,73,43202.91
492,apartment,Distrito Federal,19.434723,-99.175887,80,131768.89
493,apartment,Distrito Federal,19.449392,-99.138544,65,42676.05
494,house,Estado de México,19.55134,-99.233528,260,316118.9
495,house,Querétaro,20.607178,-100.335754,104,77975.99
496,house,San Luis Potosí,22.16483221,-100.976522,125,51644.99
497,house,San Luis Potosí,22.16644588,-100.9547921,140,51644.99
498,house,Chiapas,16.771928,-93.105578,200,110667.85
499,house,Tamaulipas,22.246319,-97.86264,163,113302.8
500,house,Distrito Federal,19.365175,-99.230064,270,150683.34
501,apartment,Estado de México,19.379597,-99.293808,155,236091.42
502,house,Tlaxcala,19.312792,-98.216515,159,79029.72
503,house,Querétaro,23.634501,-102.552788,145,72707.34
504,house,Yucatán,21.039522,-89.563911,186,99577.45
505,house,San Luis Potosí,22.175159,-100.979996,188,72197.6
506,house,Puebla,19.11055714,-98.28005165,120,65858.1
507,house,Estado de México,19.64443,-99.098587,75,37943.26
508,house,Veracruz de Ignacio de la Llave,25.502705,-103.408554,190,42969.88
509,house,Veracruz de Ignacio de la Llave,25.461545,-100.883958,170,124340.1
510,apartment,Distrito Federal,19.478815,-99.196831,64,76395.4
511,house,Querétaro,20.611304,-100.386343,360,268701.06
512,house,Veracruz de Ignacio de la Llave,19.178049,-96.128845,160,84298.37
513,house,Veracruz de Ignacio de la Llave,20.955351,-97.404341,150,43729.78
514,house,Sonora,29.07683,-110.9871743,309,189716.32
515,apartment,Guerrero,23.634501,-102.552788,178,237145.4
516,house,Yucatán,21.039522,-89.563911,215,98656.43
517,house,Nuevo León,25.74317303,-100.3723396,138,53225.96
518,apartment,Morelos,18.97019398,-99.24238533,117,123813.23
519,house,Aguascalientes,21.88930425,-102.2563045,198,41105.2
520,apartment,Distrito Federal,19.298168,-99.113106,83,177695.7
521,house,Chiapas,16.734992,-93.102641,121,83771.5
522,house,Nuevo León,25.701321,-100.457924,164,47417.83
523,house,Aguascalientes,21.88585,-102.294085,185,142253.5
524,house,Jalisco,20.618633,-103.387465,150,73761.07
525,house,Nuevo León,25.67382016,-100.3135947,120,79048.46
526,house,Morelos,18.942068,-99.242531,200,184446.42
527,house,Querétaro,20.700323,-100.472563,269,147522.15
528,house,Veracruz de Ignacio de la Llave,25.558393,-103.385429,113,44941.57
529,house,Nuevo León,25.580088,-100.239685,234,201310.09
530,house,Sinaloa,23.283125,-106.406723,192,47417.83
531,house,Chiapas,16.752182,-93.088427,184,79029.72
532,apartment,Distrito Federal,19.3880398,-99.1695793,100,113302.8
533,house,San Luis Potosí,22.14691,-101.038651,150,81664.04
534,house,Morelos,18.936026,-99.216217,286,209692.2
535,house,Distrito Federal,19.328833,-99.133163,140,123813.23
536,house,Distrito Federal,19.455385,-99.209835,216,84318.36
537,house,Puebla,19.071239,-98.273949,240,126447.56
538,house,Estado de México,19.501955,-99.226952,196,226551.88
539,house,Morelos,18.866121,-99.231445,180,147522.15
540,house,Querétaro,20.726007,-100.442642,330,194986.21
541,house,Yucatán,21.075163,-89.516731,192,92542.77
542,house,Tlaxcala,19.435802,-98.10286,135,41095.45
543,house,Yucatán,20.9731555,-89.6229189,250,84318.36
544,house,Estado de México,19.159458,-99.565956,79,37943.26
545,house,Puebla,19.0412967,-98.2061996,109,36889.28
546,house,Sinaloa,24.817956,-107.434033,146,64804.37
547,apartment,Sinaloa,23.299184,-106.481557,230,269754.79
548,apartment,Distrito Federal,19.36243,-99.176957,70,40568.59
549,apartment,Distrito Federal,19.390062,-99.192293,64,94858.16
550,house,Nuevo León,25.7581963,-100.2665026,135,79029.72
551,house,Querétaro,20.556261,-100.370035,112,90620.75
552,house,Chiapas,16.744808,-93.179222,350,147557.13
553,house,Yucatán,21.02594686,-89.58423615,264,149928.59
554,apartment,Quintana Roo,21.15007472,-86.83164597,165,121178.91
555,house,Chiapas,16.734121,-92.626991,100,84298.37
556,house,Querétaro,20.705742,-100.444016,223,137017.34
557,apartment,Distrito Federal,19.400731,-99.125466,80,68070.93
558,apartment,Distrito Federal,19.33923,-99.218987,83,147522.15
559,apartment,Distrito Federal,19.365383,-99.16507,81,161826.53
560,house,Yucatán,21.030668,-89.599258,350,221283.23
561,house,Morelos,18.864874,-98.925911,60,34246.21
562,apartment,Distrito Federal,19.463009,-99.131106,81,102738.64
563,house,Yucatán,21.30856674,-89.53033447,380,210795.91
564,house,Distrito Federal,19.33427,-99.083374,100,68492.42
565,apartment,Distrito Federal,19.499434,-99.111916,85,112402.96
566,apartment,Distrito Federal,19.380937,-99.179545,98,197146.87
567,house,Yucatán,21.006866,-89.618103,305,168596.74
568,house,Veracruz de Ignacio de la Llave,19.109777,-96.106922,240,168596.74
569,house,Baja California,32.459403,-116.880827,114,73761.07
570,house,Puebla,19.101185,-98.357062,90,42149.18
571,house,Querétaro,20.394361,-99.973053,354,115910.26
572,house,Yucatán,21.065001,-89.6239875,155,71143.62
573,house,Querétaro,20.646841,-100.376117,86,45310.37
574,house,Morelos,18.897581,-99.07093,306,208160.96
575,house,Yucatán,21.072905,-89.65963,171,94278.47
576,house,Morelos,18.917542,-98.963181,182,97469.99
577,house,Veracruz de Ignacio de la Llave,20.948336,-97.362764,100,54267.07
578,apartment,Distrito Federal,19.396018,-99.147827,70,183989.47
579,house,Puebla,19.051815,-98.277669,198,115910.26
580,apartment,Distrito Federal,19.309208,-99.171906,70,77572.89
581,house,Yucatán,21.0506531,-89.5588406,334,137017.34
582,house,Yucatán,21.34379622,-89.26205993,130,110404.35
583,house,Querétaro,20.587378,-100.418361,106,56637.97
584,apartment,Nuevo León,25.721081,-100.345581,72,68421.05
585,house,Morelos,23.634501,-102.552788,360,278947.37
586,apartment,Estado de México,19.2720402,-99.572013,85,65789.47
587,house,San Luis Potosí,22.13888212,-100.9965101,158,111578.95
588,apartment,Distrito Federal,19.394558,-99.129707,65,39904.74
589,house,Veracruz de Ignacio de la Llave,19.1680666,-96.160663,100,35263.16
590,apartment,Distrito Federal,19.3261963,-99.14058611,74,157368.42
591,house,Yucatán,21.0552216,-89.6583682,220,112473.68
592,house,Chihuahua,28.691416,-106.13604,236,110526.32
593,apartment,Jalisco,20.641428,-103.417295,85,88947.37
594,house,San Luis Potosí,22.126078,-100.944672,131,55000
595,house,Puebla,19.03642362,-98.19941841,337,163157.89
596,apartment,Distrito Federal,19.367239,-99.186126,92,184210.53
597,apartment,Guerrero,16.851935,-99.844955,195,105263.16
598,house,Veracruz de Ignacio de la Llave,19.153019,-96.12487,207,144736.84
599,house,Nuevo León,25.75013289,-100.2701137,280,104736.84
600,apartment,Estado de México,19.536253,-99.240456,99,65789.47
601,house,Chiapas,19.673779,-101.187927,210,136842.11
602,house,Baja California,32.4690603,-116.8196303,111,71911.21
603,house,Yucatán,21.030771,-89.646347,150,63157.89
604,house,Chiapas,16.717077,-93.162903,170,94736.84
605,house,Morelos,18.813908,-99.201675,86,52631.58
606,apartment,Distrito Federal,19.473001,-99.087491,79,35841.58
607,house,Yucatán,21.072905,-89.65963,190,97368.42
608,house,Querétaro,20.618279,-100.346985,237,157894.74
609,house,Yucatán,21.075163,-89.516731,300,115263.16
610,house,Guerrero,16.86597275,-99.87171739,300,131578.95
611,house,Veracruz de Ignacio de la Llave,25.582705,-103.376805,232,81578.95
612,house,Yucatán,21.017197,-89.574516,220,92105.26
613,house,Hidalgo,20.036614,-98.77615,295,94736.84
614,house,Yucatán,21.0399331,-89.5965747,240,99473.68
615,house,Morelos,18.893921,-99.221429,160,150000
616,house,Veracruz de Ignacio de la Llave,25.545829,-103.38708,115,57894.74
617,house,Quintana Roo,21.139086,-86.84964,290,118421.05
618,house,Chiapas,19.681248,-101.209167,180,71052.63
619,apartment,Distrito Federal,19.271467,-99.146309,98,130842.11
620,house,Chiapas,19.724886,-101.118018,120,73684.21
621,house,Estado de México,19.420156,-99.249458,378,321052.63
622,house,Guanajuato,20.684505,-101.406695,280,189473.68
623,house,Puebla,18.984862,-98.222234,299,231578.95
624,house,Distrito Federal,19.289286,-99.158066,140,124210.53
625,house,San Luis Potosí,22.150696,-101.010025,172,81052.63
626,apartment,Distrito Federal,19.444924,-99.139843,60,46280.68
627,house,Tabasco,18.017324,-92.899362,98,36842.11
628,house,Puebla,19.014643,-98.170731,286,260526.32
629,house,Tamaulipas,22.258686,-97.851753,163,105263.16
630,house,Distrito Federal,19.378482,-99.220795,100,201061.21
631,house,Morelos,18.93409,-99.254997,240,178947.37
632,house,Yucatán,21.0315095,-89.600513,325,186842.11
633,apartment,Yucatán,21.072905,-89.65963,190,184210.53
634,apartment,Morelos,18.923538,-99.241848,110,57894.74
635,house,Querétaro,20.681293,-100.329622,155,97368.42
636,house,Morelos,18.821062,-98.949371,120,69473.68
637,apartment,Guerrero,16.8531086,-99.8236533,141,121052.63
638,apartment,Puebla,19.049024,-98.281669,127,88947.37
639,house,Tamaulipas,22.34005336,-97.88609952,165,89473.68
640,house,Morelos,18.862602,-99.213448,145,97368.42
641,apartment,Yucatán,21.018724,-89.589836,60,47105.26
642,house,Jalisco,20.569456,-103.50165,176,123684.21
643,apartment,Distrito Federal,19.3934457,-99.1796926,100,279193.58
644,apartment,Distrito Federal,19.436024,-99.15461,64,236842.11
645,apartment,Distrito Federal,19.378009,-99.193543,180,78189.47
646,apartment,Distrito Federal,19.416294,-99.16748,117,289421.05
647,house,Morelos,18.859078,-99.176287,82,40000
648,house,Querétaro,20.692161,-100.465025,258,147368.42
649,house,Querétaro,20.394361,-99.973053,120,73684.21
650,house,Baja California,32.453504,-117.038495,111,71911.21
651,house,Tabasco,23.634501,-102.552788,82,44736.84
652,house,Estado de México,19.619862,-99.146996,75,37037.11
653,house,Hidalgo,20.059035,-98.790359,240,142105.26
654,house,Estado de México,19.468129,-99.04049,86,42807.63
655,house,Yucatán,21.0424858,-89.5568382,200,91315.79
656,house,Guerrero,16.758369,-99.768737,136,134715.79
657,house,Nuevo León,25.6315927,-100.1953926,90,43157.89
658,apartment,Quintana Roo,21.15958774,-86.82220861,145,166315.79
659,apartment,Guerrero,16.860338,-99.870399,250,100000
660,apartment,Guerrero,16.86656582,-99.88082886,108,51578.95
661,apartment,Jalisco,20.685983,-103.447155,64,77368.42
662,house,Yucatán,21.0751632,-89.5167298,252,103945.63
663,apartment,Distrito Federal,19.376822,-99.174675,114,233473.68
664,apartment,Puebla,19.0303511,-98.3143192,102,97368.42
665,house,Distrito Federal,19.433274,-99.210758,304,231478.95
666,apartment,Distrito Federal,19.394358,-99.177444,100,229400
667,house,Yucatán,21.039522,-89.563911,146,76315.79
668,house,Morelos,18.8954874,-99.1732936,154,93684.21
669,house,Puebla,18.984862,-98.222234,289,226315.79
670,house,Yucatán,21.072905,-89.65963,90,63157.89
671,house,Morelos,18.813908,-99.201675,67,34210.53
672,house,Jalisco,20.424117,-103.29756,299,163157.89
673,house,Yucatán,21.0381057,-89.5933722,182,105000
674,house,Estado de México,19.28283025,-99.56667352,267,157894.74
675,house,Chihuahua,28.6464221,-106.0860628,233,155263.16
676,apartment,Estado de México,19.5652097,-99.2646998,87,97368.42
677,house,Estado de México,19.284855,-98.950752,80,69473.68
678,house,Nayarit,20.70506,-105.269812,101,65789.47
679,house,Distrito Federal,19.2753576,-99.1675547,370,263157.89
680,apartment,Veracruz de Ignacio de la Llave,19.137135,-96.112946,110,57894.74
681,house,Jalisco,20.675995,-103.420837,220,213157.89
682,house,Tamaulipas,22.3151894,-97.8573594,318,47368.42
683,apartment,Distrito Federal,19.436404,-99.173617,70,90014.95
684,house,Quintana Roo,21.095711,-86.869343,147,98368.42
685,house,Baja California,32.509445,-116.985857,104,78947.37
686,house,Jalisco,20.616705,-103.413612,105,65789.47
687,house,Sinaloa,23.215713,-106.418182,315,252631.58
688,house,Yucatán,21.039522,-89.563911,277,147368.42
689,house,Yucatán,21.072905,-89.65963,240,122894.74
690,house,Yucatán,21.072905,-89.65963,201,75210.53
691,apartment,Yucatán,21.015982,-89.705116,172,176315.79
692,apartment,San Luis Potosí,22.12590752,-100.9865534,103,53684.21
693,house,Querétaro,20.547674,-100.394761,110,51578.95
694,apartment,Jalisco,20.677448,-103.400405,135,236842.11
695,house,Veracruz de Ignacio de la Llave,20.9638852,-97.4124504,88,44736.84
696,apartment,Distrito Federal,19.4034054,-99.1825418,120,209311.05
697,house,Querétaro,20.3951106,-99.9856344,180,73684.21
698,house,Estado de México,19.536936,-99.22732,270,184210.53
699,apartment,Distrito Federal,19.453142,-99.180214,68,52631.58
700,house,Veracruz de Ignacio de la Llave,19.14966827,-96.12028599,150,71052.63
701,house,Distrito Federal,19.3434214,-99.1294848,280,314736.84
702,house,Hidalgo,20.099826,-98.772656,140,51842.11
703,house,Distrito Federal,19.473623,-99.124863,147,122419.26
704,apartment,Querétaro,20.5835963,-100.3729496,144,160263.16
705,house,Puebla,23.634501,-102.552788,173,139473.68
706,house,Querétaro,20.58787576,-100.446496,111,69684.21
707,house,Colima,19.232695,-103.696887,189,63157.89
708,apartment,Baja California,32.440475,-116.983772,70,36263.16
709,house,Veracruz de Ignacio de la Llave,19.513165,-96.898109,130,118421.05
710,house,Hidalgo,23.634501,-102.552784,140,78947.37
711,house,Chihuahua,28.6983446,-106.0940375,350,231578.95
712,house,Sinaloa,24.770091,-107.444782,155,76315.79
713,house,Tamaulipas,26.078394,-98.325452,80,44736.84
714,house,Sonora,28.95479589,-111.0455946,206,86842.11
715,house,Nuevo León,25.626854,-100.188538,170,78947.37
716,house,Querétaro,20.662301,-100.441093,235,131578.95
717,apartment,Quintana Roo,21.04980598,-86.85358784,178,205578.95
718,house,Chiapas,16.740425,-93.12841,170,94736.84
719,apartment,Distrito Federal,19.395097,-99.150424,65,53102.79
720,apartment,Morelos,18.960824,-99.268107,92,57894.74
721,house,Querétaro,20.7037,-100.462857,220,168421.05
722,house,Chihuahua,28.64073,-106.109581,300,197368.42
723,apartment,Distrito Federal,19.305233,-99.12269,75,47631.58
724,apartment,Estado de México,19.379597,-99.293808,80,166863.16
725,house,Estado de México,19.26183971,-99.58393506,195,136842.11
726,apartment,Distrito Federal,19.2753576,-99.1675547,101,173421.05
727,house,Durango,25.553129,-103.510059,187,42105.26
728,apartment,Morelos,18.93409,-99.254997,130,94736.84
729,house,Distrito Federal,19.346687,-99.011513,115,89210.53
730,house,Guerrero,16.838398,-99.897744,113,97368.42
731,house,Estado de México,19.482168,-99.264038,140,34021.74
732,house,Sinaloa,24.8427771,-107.3931108,117,47368.42
733,house,Quintana Roo,21.101317,-86.862888,182,134210.53
734,house,Quintana Roo,21.164147,-86.868479,330,197982.11
735,apartment,Nuevo León,25.647146,-100.356804,100,200000
736,house,Nuevo León,25.64423457,-100.2966356,228,142105.26
737,house,Sonora,29.0904798,-110.9747137,298,184210.53
738,house,Baja California Sur,24.15963233,-110.3057599,96,65789.47
739,house,Jalisco,20.784784,-103.471496,79,41052.63
740,house,Tamaulipas,22.2465535,-97.8721436,109,78947.37
741,house,Estado de México,19.569101,-99.303513,180,251578.95
742,house,Yucatán,21.039522,-89.563911,214,117894.74
743,house,Querétaro,20.555649,-100.38488,325,206315.79
744,apartment,Distrito Federal,19.405298,-99.164986,74,225263.16
745,apartment,Distrito Federal,19.258038,-99.161589,160,147368.42
746,house,Morelos,18.823669,-99.227295,165,86842.11
747,apartment,Distrito Federal,19.377171,-99.188503,75,106736.84
748,house,Yucatán,21.017197,-89.574516,206,113710.53
749,house,Morelos,18.892714,-99.1996,90,57894.74
750,house,Estado de México,19.636706,-99.101569,250,131578.95
751,house,Yucatán,21.039522,-89.563911,274,152368.42
752,house,Veracruz de Ignacio de la Llave,18.134026,-94.476112,235,165789.47
753,house,Yucatán,21.07671918,-89.62775633,155,67894.74
754,apartment,Distrito Federal,19.401509,-99.154034,90,116403.58
755,house,Tabasco,18.072582,-93.165413,350,66315.79
756,house,Yucatán,21.072905,-89.65963,190,97368.42
757,house,Tamaulipas,22.247913,-97.875565,263,127368.42
758,house,San Luis Potosí,22.148722,-101.00119,190,115789.47
759,house,Baja California,32.494743,-117.016784,92,51578.95
760,house,San Luis Potosí,22.18978923,-100.9525537,138,50000
761,house,Puebla,18.96295456,-98.27967882,222,151578.95
762,house,Morelos,18.8859084,-99.19064,110,86842.11
763,house,Chihuahua,28.643902,-106.130157,355,260526.32
764,apartment,Distrito Federal,19.347683,-99.165877,135,236842.11
765,apartment,Distrito Federal,19.375374,-99.137657,110,77894.74
766,house,Distrito Federal,19.52395,-99.152881,95,147631.58
767,house,Guerrero,16.757619,-99.767532,140,144736.84
768,house,Yucatán,21.075163,-89.516731,197,91052.63
769,house,Puebla,19.02038,-98.207626,380,205263.16
770,house,Aguascalientes,21.9243493,-102.2833909,140,35789.47
771,house,Quintana Roo,21.1351429,-86.837489,80,44736.84
772,apartment,Distrito Federal,19.39365,-99.14769,75,157489.47
773,house,Nuevo León,25.733049,-100.22847,200,69473.68
774,house,Baja California Sur,24.141701,-110.347267,275,184210.53
775,house,Jalisco,20.579091,-103.430379,164,86842.11
776,house,Nuevo León,25.731798,-100.349091,180,74234.37
777,house,Estado de México,19.672207,-99.015656,122,139473.68
778,apartment,Estado de México,19.401066,-99.277168,190,305263.16
779,house,Yucatán,21.00227,-89.5650908,131,69578.95
780,house,Quintana Roo,20.680066,-87.038345,208,176842.11
781,apartment,Guerrero,16.86483064,-99.87526059,61,44736.84
782,house,Jalisco,20.760167,-103.379168,83,44736.84
783,house,Yucatán,21.02838037,-89.56463993,174,35526.32
784,house,Tlaxcala,19.341597,-98.215828,180,168421.05
785,house,Veracruz de Ignacio de la Llave,25.596904,-103.4203,118,44736.84
786,house,Chiapas,19.665554,-101.235738,115,77631.58
787,house,Estado de México,19.650003,-99.220367,245,100000
788,house,Nuevo León,25.7708161,-100.4340179,100,60526.32
789,house,Tamaulipas,22.2331041,-97.861099,130,92105.26
790,house,Nuevo León,25.723276,-100.401518,278,240526.32
791,house,Puebla,19.044477,-98.328011,260,236842.11
792,house,Estado de México,19.562922,-99.254974,120,45789.47
793,apartment,Nuevo León,25.580088,-100.239685,130,104210.53
794,house,Puebla,19.055344,-98.212046,146,76315.79
795,house,Morelos,23.634501,-102.552788,290,221052.63
796,apartment,Distrito Federal,19.34189,-99.166374,80,97678.95
797,house,Estado de México,19.404718,-99.263313,139,252631.58
798,house,Querétaro,20.675023,-100.457086,304,273684.21
799,house,Estado de México,19.532259,-99.23214,220,204000
800,house,Tamaulipas,22.313122,-97.858559,193,50000
801,house,Tamaulipas,22.29275303,-97.89062485,88,60526.32
802,house,Morelos,18.864874,-98.925911,130,86842.11
803,house,Querétaro,20.726007,-100.442642,290,199473.68
804,house,Nayarit,20.7204378,-105.2706825,152,65789.47
805,house,Veracruz de Ignacio de la Llave,19.1368849,-96.1093008,130,57894.74
806,apartment,Estado de México,19.291351,-99.668945,85,48000
807,apartment,Morelos,18.9242095,-99.2215659,80,39473.68
808,apartment,Quintana Roo,21.152496,-86.869834,99,147368.42
809,house,Puebla,19.027103,-98.270025,166,83157.89
810,house,Nuevo León,25.56551,-100.223213,350,223684.21
811,house,Morelos,18.813505,-98.953514,140,63157.89
812,house,Yucatán,21.039522,-89.563911,253,120263.16
813,house,Morelos,18.804409,-98.959038,230,65789.47
814,house,Nuevo León,25.584658,-100.257912,350,262631.58
815,house,Estado de México,19.225745,-99.567856,270,207894.74
816,house,Jalisco,20.763189,-103.389053,95,81578.95
817,house,Distrito Federal,19.383512,-99.084804,115,94210.53
818,house,Jalisco,20.6460186,-105.2267944,160,126315.79
819,apartment,Distrito Federal,19.367025,-99.170349,85,165789.47
820,house,Querétaro,20.604974,-100.409786,110,52105.26
821,house,Aguascalientes,21.93248,-102.297005,305,192105.26
822,house,San Luis Potosí,22.133745,-101.016029,126,113105.26
823,apartment,Puebla,19.054064,-98.245911,87,46973.68
824,house,Puebla,19.0303511,-98.3143192,122,113684.21
825,house,Morelos,18.947784,-99.201675,300,242105.26
826,apartment,Distrito Federal,19.3418937,-99.2245237,145,244736.84
827,house,Veracruz de Ignacio de la Llave,20.963127,-97.385071,200,184210.53
828,house,Estado de México,19.550089,-99.214828,87,51000
829,house,Tamaulipas,22.307415,-97.859846,61,33684.21
830,house,Morelos,18.8879389,-99.0247871,76,68421.05
831,house,Yucatán,21.030668,-89.599258,144,86789.47
832,apartment,Veracruz de Ignacio de la Llave,19.10283721,-96.11123085,160,92105.26
833,house,Distrito Federal,19.353592,-99.177275,360,230842.11
834,house,Yucatán,21.01144518,-89.57977295,222,113157.89
835,house,Estado de México,19.263756,-99.540924,134,92105.26
836,house,Estado de México,19.415097,-98.918523,85,49473.68
837,house,Distrito Federal,19.471368,-99.08649,280,141052.63
838,house,Veracruz de Ignacio de la Llave,19.125807,-96.104954,251,139473.68
839,house,Distrito Federal,19.414261,-99.104118,167,236842.11
840,house,Baja California,32.469454,-117.003688,93,89421.05
841,house,Estado de México,19.5224961,-99.255074,230,227684.21
842,house,Yucatán,21.039522,-89.563911,181,97894.74
843,house,Quintana Roo,20.6295586,-87.0738851,143,127894.74
844,house,Veracruz de Ignacio de la Llave,19.17078,-96.12487,380,236842.11
845,house,Chiapas,16.756552,-93.181732,326,192217.47
846,house,Querétaro,20.5745579,-100.4129676,160,194736.84
847,house,Jalisco,20.62192,-103.259237,250,110526.32
848,apartment,Yucatán,21.06334852,-89.61303592,60,46789.47
849,house,Nuevo León,25.749624,-100.304192,172,121052.63
850,house,Puebla,19.036623,-98.190544,204,78947.37
851,house,Distrito Federal,19.358008,-99.127094,95,101157.89
852,house,Chiapas,19.701565,-101.270798,250,63157.89
853,apartment,Distrito Federal,19.415143,-99.14685,70,36421.05
854,house,Veracruz de Ignacio de la Llave,18.1479784,-94.4626507,157,121052.63
855,apartment,Guerrero,16.794599,-99.83012,230,207894.74
856,house,Querétaro,20.594322,-100.365929,298,173684.21
857,house,Morelos,18.919898,-98.978835,190,97368.42
858,house,Veracruz de Ignacio de la Llave,19.074387,-96.086259,245,151315.79
859,house,Guerrero,16.758724,-99.767563,142,100000
860,house,Estado de México,19.650003,-99.220367,132,137105.26
861,house,Estado de México,19.72876,-99.461708,90,70263.16
862,house,Jalisco,23.634501,-102.552788,127,84210.53
863,house,Yucatán,20.999449,-89.6334,300,228947.37
864,house,Yucatán,21.0411724,-89.5550539,215,98162.37
865,house,Puebla,19.105051,-98.243682,170,97368.42
866,apartment,Yucatán,21.0381057,-89.5933722,186,148739.68
867,house,Veracruz de Ignacio de la Llave,19.136782,-96.123543,210,89473.68
868,house,Baja California,32.63496,-115.391907,110,102631.58
869,house,Yucatán,21.039522,-89.563911,223,125926.68
870,house,Veracruz de Ignacio de la Llave,25.535009,-103.302429,350,42105.26
871,house,Nayarit,20.7053975,-105.2684878,101,65789.47
872,house,Veracruz de Ignacio de la Llave,25.659972,-103.366303,170,49473.68
873,house,Tamaulipas,22.2722052,-97.8476749,214,128947.37
874,house,Morelos,18.867191,-99.180214,184,86842.11
875,house,Querétaro,20.6962084,-100.4506587,120,76315.79
876,house,Distrito Federal,19.285162,-99.194185,150,110000
877,house,Estado de México,19.497893,-99.244125,250,234210.53
878,apartment,Guerrero,23.634501,-102.552788,170,157894.74
879,house,Sonora,23.634501,-102.552788,383,184210.53
880,house,Querétaro,20.389062,-99.957622,95,48947.37
881,apartment,Guerrero,16.828667,-99.858981,137,97368.42
882,house,Querétaro,20.705742,-100.444016,258,210526.32
883,apartment,Distrito Federal,19.35782,-99.149406,80,68157.89
884,house,Morelos,18.864874,-98.925911,121,65789.47
885,house,Distrito Federal,19.342911,-99.224472,120,171949.05
886,house,Estado de México,23.634501,-102.552788,228,149000
887,house,Sonora,29.063726,-110.976746,102,57894.74
888,house,Nuevo León,25.801826,-100.196945,190,104736.84
889,house,Querétaro,20.5951924,-100.3479663,180,120000
890,house,Puebla,19.059084,-98.286095,165,94736.84
891,house,Estado de México,23.634501,-102.552788,150,35368.42
892,apartment,Querétaro,20.726007,-100.442642,135,115789.47
893,house,Yucatán,21.0278699,-89.5880314,240,184210.53
894,house,Morelos,18.91473109,-98.94081116,140,118421.05
895,house,Yucatán,20.968147,-89.629875,70,78947.37
896,house,Nuevo León,25.674595,-100.463539,234,113157.89
897,house,Yucatán,21.039522,-89.563911,220,118421.05
898,house,Morelos,18.850763,-98.943855,160,84210.53
899,house,Querétaro,20.726007,-100.442642,250,194736.84
900,apartment,Puebla,19.056689,-98.237817,120,115789.47
901,house,Tamaulipas,22.270658,-97.849037,380,263157.89
902,house,Jalisco,20.748312,-103.429504,96,77631.58
903,house,Querétaro,20.614635,-100.416756,139,92105.26
904,house,San Luis Potosí,22.152988,-100.965364,250,115789.47
905,house,Yucatán,21.039522,-89.563911,220,94210.53
906,house,Nuevo León,25.723516,-100.393311,290,181263.16
907,house,Veracruz de Ignacio de la Llave,19.563767,-96.938694,300,228947.37
908,apartment,Distrito Federal,19.474885,-99.188231,92,71052.63
909,house,Morelos,18.8624622,-99.2120335,261,221052.63
910,house,Estado de México,19.508698,-98.875664,260,44789.47
911,house,Yucatán,20.968791,-89.5857147,228,66526.32
912,apartment,Estado de México,19.3735635,-99.2965778,126,142105.26
913,house,Tamaulipas,22.2453265,-97.8431699,131,73684.21
914,apartment,Distrito Federal,19.303392,-99.243225,80,52428.26
915,apartment,Guerrero,16.794434,-99.830807,256,307127.16
916,house,Tamaulipas,22.300137,-97.897331,111,63157.89
917,house,Jalisco,20.749051,-103.66731,300,147368.42
918,house,Veracruz de Ignacio de la Llave,26.847851,-101.424133,160,67026.32
919,house,Baja California,23.634501,-102.552788,115,42631.58
920,apartment,Puebla,19.02038,-98.207626,219,101315.79
921,house,Hidalgo,20.0519991,-98.755252,110,44736.84
922,house,Yucatán,21.0634817,-89.6110378,250,118421.05
923,house,Distrito Federal,19.399652,-99.16127,235,205263.16
924,house,Durango,24.043295,-104.636917,350,236842.11
925,house,Veracruz de Ignacio de la Llave,25.551631,-103.432737,236,39473.68
